,FirstName,LastName,Country,Club,Position,Age,Acceleration,Aggression,Finishing,FreeKickAccuracy,LongPassing,LongShots,Penalties,ShortPassing,SprintSpeed,Quality
489,Mikel,Rico Moreno,Spain,Athletic Club,Centre Midfielder,34,56,72,61,63,76,64,60,75,39,gold
490,Tiago Manuel,Dias Correia,Portugal,SD Eibar,Left Midfielder,28,76,72,73,73,69,70,65,71,91,gold
491,Luis Carlos,Correia Pinto,Portugal,SD Huesca,Left Back,33,72,83,49,59,68,53,51,75,67,gold
492,Claudio,Beauvue,France,RC Celta,Striker,30,69,54,74,71,61,69,70,75,66,gold
493,Oier,Olazábal Paredes,Spain,Levante UD,Goalkeeper,29,45,28,14,15,33,15,25,35,43,gold
494,Facundo,Roncaglia,Argentina,RC Celta,Centre Back,31,61,74,38,52,81,73,35,69,67,gold
495,Rubén,Rochina Naixes,Spain,Levante UD,Right Midfielder,27,74,65,72,72,69,80,69,74,72,gold
496,Pedro,Alcalá Guirado,Spain,Girona FC,Centre Back,29,31,77,30,65,66,68,39,71,42,gold
497,Rubén Salvador,Pérez del Mármol,Spain,CD Leganés,Centre Defensive Midfielder,29,54,87,43,57,71,71,50,78,45,gold
498,Mikel,Balenziaga,Spain,Athletic Club,Left Back,30,69,76,41,33,69,54,44,70,73,gold
499,Néstor,Araújo,Mexico,RC Celta,Centre Back,27,69,65,34,45,66,39,54,72,72,gold
500,Maxime,Gonalons,France,Sevilla FC,Centre Defensive Midfielder,29,65,83,55,57,74,59,68,74,55,gold
501,Francisco,Portillo Soler,Spain,Getafe CF,Right Midfielder,28,67,48,73,56,75,70,49,78,61,gold
502,Sergio,Gontán Gallardo,Spain,R. Valladolid CF,Right Midfielder,27,75,54,68,69,73,68,66,75,71,gold
503,Borja,González Tomás,Spain,D. Alavés,Striker,26,52,61,75,46,54,72,72,68,62,gold
504,Javier,López Rodríguez,Spain,RCD Espanyol,Right Back,33,67,84,55,52,61,43,56,76,72,gold
505,Joel,Robles Blázquez,Spain,Real Betis,Goalkeeper,28,46,23,11,20,26,11,15,15,50,gold
506,Raúl,Rodríguez Navas,Spain,Real Sociedad,Centre Back,30,50,79,36,65,56,41,46,73,40,gold
507,Aday,Benítez Caraballo,Spain,Girona FC,Left Back,31,70,62,55,51,62,39,55,75,74,gold
508,Carles,Planas Antolínez,Spain,Girona FC,Left Back,27,73,73,32,50,58,37,51,76,71,gold
509,Edinaldo,Gomes Pereira,Brazil,RCD Espanyol,Centre Back,30,43,72,29,41,60,41,43,65,49,gold
510,Rodrigo,Ely,Brazil,D. Alavés,Centre Back,25,63,75,18,18,54,38,35,62,69,gold
511,Rubén,Pardo Gutiérrez,Spain,Real Sociedad,Centre Midfielder,26,64,58,68,73,75,73,69,78,65,gold
512,Antonio,García Aranda,Spain,Levante UD,Left Back,29,82,56,57,59,66,61,62,73,84,gold
513,Pedro,Bigas Rigo,Spain,SD Eibar,Centre Back,28,71,83,49,43,60,47,48,72,72,gold
514,Pablo,Insua Blanco,Spain,SD Huesca,Centre Back,25,52,70,36,23,62,29,32,74,54,gold
515,Ibrahim,Amadou,France,Sevilla FC,Centre Defensive Midfielder,25,69,80,39,32,73,62,51,76,73,gold
516,Álvaro,Medrán Just,Spain,Rayo Vallecano,Centre Midfielder,24,60,45,58,76,80,80,80,81,63,gold
517,Óscar,Duarte,Costa Rica,RCD Espanyol,Centre Back,29,55,74,26,32,55,24,37,70,66,gold
518,Diego,Rolán,Uruguay,CD Leganés,Striker,25,74,64,77,70,62,63,75,74,78,gold
519,Sergio,Postigo Redondo,Spain,Levante UD,Centre Back,30,59,75,44,26,69,34,45,65,64,gold
520,Guido,Carrillo,Argentina,CD Leganés,Striker,27,57,72,75,36,57,72,77,64,62,gold
521,Jorge,Franco Alviz,Spain,D. Alavés,Left Midfielder,25,74,35,69,64,63,66,59,74,78,gold
522,Unai,López Cabrera,Spain,Athletic Club,Centre Midfielder,23,74,72,74,79,74,71,46,75,72,gold
523,Iván,López Álvarez,Spain,R. Valladolid CF,Left Midfielder,24,81,49,75,66,65,76,73,71,80,gold
524,Jonathan,Rodríguez Menéndez,Spain,D. Alavés,Left Midfielder,27,87,60,69,76,70,66,59,71,85,gold
525,Unai,Bustinza Martínez,Spain,CD Leganés,Centre Back,26,66,71,30,35,53,38,33,72,68,gold
526,Mikel,Merino Zazón,Spain,Real Sociedad,Centre Midfielder,22,61,73,62,69,74,67,58,78,62,gold
527,Iñigo,Lekue Martínez,Spain,Athletic Club,Right Back,25,90,67,67,56,67,68,53,74,84,gold
528,Sabin,Merino Zuloaga,Spain,Athletic Club,Left Wing,27,69,60,77,66,62,71,69,71,78,gold
529,Aritz,Elustondo,Spain,Real Sociedad,Centre Back,24,67,77,26,41,43,40,43,72,71,gold
530,Rubén,Duarte Sánchez,Spain,D. Alavés,Left Back,23,68,70,28,60,55,30,40,77,69,gold
531,Gonzalo,Melero Manzanares,Spain,SD Huesca,Centre Midfielder,25,59,58,74,67,74,73,58,77,63,gold
532,Borja,Mayoral Moya,Spain,Real Madrid,Striker,21,68,27,79,57,43,70,69,69,72,gold
533,Sergio,Guardiola Navarro,Spain,Getafe CF,Striker,27,61,67,80,43,41,77,71,72,61,gold
534,Mathias,Jensen,Denmark,RC Celta,Centre Midfielder,23,74,65,65,66,75,69,69,76,74,gold
535,Iñigo,Córdoba Kerejeta,Spain,Athletic Club,Left Wing,21,85,68,70,38,65,73,71,75,82,gold
536,Antonio,Latorre Grueso,Spain,Valencia CF,Left Back,21,82,67,51,38,70,53,39,72,81,gold
537,Marc,Roca Junqué,Spain,RCD Espanyol,Centre Defensive Midfielder,22,54,69,59,52,74,65,55,80,55,gold
538,Erick,Cabaco,Uruguay,Levante UD,Centre Back,23,67,82,36,27,62,34,32,62,67,gold
539,Juan Camilo,Hernández,Colombia,SD Huesca,Striker,19,88,40,78,68,59,74,54,67,83,gold
540,Francisco,Guerrero Martín,Spain,Real Betis,Right Midfielder,22,77,55,75,52,74,42,53,72,82,gold
541,Unai,Núñez Gestoso,Spain,Athletic Club,Centre Back,21,66,74,16,22,33,17,31,74,68,gold
542,Junior,Firpo,Dominican Republic,Real Betis,Left Back,22,72,55,57,43,70,61,38,72,69,gold
543,Daniel,Raba Antolin,Spain,Villarreal CF,Right Midfielder,23,75,50,73,42,74,60,49,76,72,gold
544,Martín,Aguirregabiria,Spain,D. Alavés,Right Back,22,74,62,28,40,45,35,38,76,74,gold
545,Uroš,Račić,Serbia,Valencia CF,Centre Defensive Midfielder,20,54,69,60,55,72,74,62,75,65,gold
546,Tiago Manuel,Dias Correia,Portugal,Rayo Vallecano,Left Midfielder,28,76,72,73,73,69,70,65,71,91,gold
547,Claudio,Beauvue,France,Stade Malherbe Caen,Striker,30,69,54,74,71,61,69,70,75,66,gold
548,Sabin,Merino Zuloaga,Spain,CD Leganés,Left Wing,27,69,60,77,66,62,71,69,71,78,gold
549,Borja,Mayoral Moya,Spain,Levante UD,Striker,21,68,27,79,57,43,70,69,69,72,gold
550,Junior,Firpo,Dominican Republic,Real Betis,Left Back,22,72,55,57,43,70,61,38,72,69,gold
551,Xabier,Etxeita Gorritxat.,Spain,SD Huesca,Centre Back,31,37,83,29,43,54,34,30,63,53,silver
552,Miguel Ángel,Herrero Javaloyas,Spain,R. Valladolid CF,Centre Attacking Midfielder,30,61,64,64,73,77,72,74,80,59,silver
553,Allan,Nyom,Cameroon,CD Leganés,Right Back,30,67,80,27,30,64,66,37,63,76,silver
554,Marc,Muniesa Martínez,Spain,Girona FC,Centre Back,26,42,78,42,40,56,37,50,73,59,silver
555,Cheick,Doukouré,Côte d'Ivoire,Levante UD,Centre Defensive Midfielder,26,76,77,58,66,68,66,59,72,74,silver
556,Joaquín,Navarro Jiménez,Spain,D. Alavés,Centre Back,28,70,80,36,42,61,55,48,74,75,silver
557,Antonio Manuel,Luna Rodriguez,Spain,Levante UD,Left Back,27,71,82,60,45,63,55,43,76,72,silver
558,Jordi,Masip López,Spain,R. Valladolid CF,Goalkeeper,30,57,21,12,20,38,13,12,42,64,silver
559,Luis,Advíncula,Peru,Rayo Vallecano,Right Back,28,95,70,58,63,67,68,64,73,94,silver
560,David,Ferreiro Quiroga,Spain,SD Huesca,Left Midfielder,30,92,74,72,74,71,75,69,70,90,silver
561,Anthony,Lozano,Honduras,Girona FC,Striker,25,76,61,73,28,53,69,67,70,79,silver
562,Moisés,Gómez Bordonado,Spain,SD Huesca,Centre Attacking Midfielder,24,72,52,68,59,69,69,59,79,68,silver
563,Samuele,Longo,Italy,SD Huesca,Striker,27,74,80,74,43,40,67,64,65,77,silver
564,Jonathan,Silva,Argentina,CD Leganés,Left Back,24,83,82,48,70,63,69,55,70,75,silver
565,David Jason,Remeseiro Salgueiro,Spain,Levante UD,Right Midfielder,24,81,48,73,69,66,71,68,73,79,silver
566,Damián,Musto,Argentina,SD Huesca,Centre Defensive Midfielder,31,42,78,34,50,76,67,40,79,49,silver
567,Álvaro,García Rivera,Spain,Rayo Vallecano,Left Midfielder,26,92,33,68,50,60,63,55,68,93,silver
568,Alexandre,Moreno Lopera,Spain,Rayo Vallecano,Left Back,25,71,49,64,57,64,60,70,72,78,silver
569,José Ángel,Pozo la Rosa,Spain,Rayo Vallecano,Centre Attacking Midfielder,22,74,39,70,64,75,74,66,77,72,silver
570,José Manuel,Rodríguez Benito,Spain,Levante UD,Centre Back,26,70,80,52,33,67,56,48,67,68,silver
571,Joseba,Zaldúa Bengoetxea,Spain,Real Sociedad,Right Back,26,69,78,25,41,55,40,32,78,69,silver
572,Patrick,Roberts,England,Girona FC,Right Midfielder,21,79,38,68,49,65,67,62,73,74,silver
573,Emiliano,Velázquez,Uruguay,Rayo Vallecano,Centre Back,24,63,69,51,26,71,41,37,67,46,silver
574,Emre,Mor,Turkey,RC Celta,Left Wing,21,88,55,67,38,47,62,49,67,81,silver
575,Joseba,Zaldúa Bengoetxea,Spain,Real Sociedad,Right Back,26,69,78,25,41,55,40,32,78,69,gold
576,Alberto,García Cabrera,Spain,Rayo Vallecano,Goalkeeper,33,62,34,15,20,27,11,21,29,63,silver
577,Juan Francisco,Moreno Fuertes,Spain,CD Leganés,Right Back,30,74,68,57,60,67,80,59,72,79,silver
578,Mubarak,Wakaso,Ghana,D. Alavés,Centre Midfielder,28,87,81,55,57,70,68,36,75,87,silver
579,Jonás,Ramalho Chimeno,Spain,Girona FC,Centre Back,25,67,76,40,34,52,34,41,69,74,silver
580,Ignasi,Miquel i Pons,Spain,Getafe CF,Centre Back,26,64,75,18,24,58,21,43,69,66,silver
581,Raúl,García Carnero,Spain,CD Leganés,Left Back,29,70,74,58,73,68,64,64,72,71,silver
582,Javier,Espinosa González,Spain,Levante UD,Centre Attacking Midfielder,26,72,49,65,72,69,68,66,77,64,silver
583,Pablo,Hervías Rubio,Spain,SD Eibar,Right Midfielder,25,80,42,65,67,66,64,51,69,78,silver
584,Abdoulaye,Ba,Senegal,Rayo Vallecano,Centre Back,28,49,80,22,59,41,50,68,58,53,silver
585,Sanjin,Prcić,Bosnia and Herzegovina,Levante UD,Centre Defensive Midfielder,25,62,70,61,73,73,60,63,76,65,silver
586,Sergi,Samper Montañá,Spain,FC Barcelona,Centre Defensive Midfielder,24,55,55,38,46,76,52,52,80,33,silver
587,Óscar,Plano Pedreño,Spain,R. Valladolid CF,Left Midfielder,27,79,58,74,68,61,72,66,64,79,silver
588,Kévin Manuel,Rodrigues,Portugal,Real Sociedad,Left Back,24,73,55,42,51,66,50,50,78,73,silver
589,Roberto,Suárez Pier,Spain,Levante UD,Centre Back,23,63,64,47,42,68,39,39,71,58,silver
590,Guillermo,Maripán,Chile,D. Alavés,Centre Back,24,45,75,28,27,51,24,20,66,48,silver
591,Junior,Alonso,Paraguay,RC Celta,Centre Back,25,58,76,38,27,63,46,33,65,64,silver
592,Guilherme,Arana Lopes,Brazil,Sevilla FC,Left Back,21,77,69,51,49,67,54,52,72,78,silver
593,Pere,Milla Peña,Spain,SD Eibar,Centre Attacking Midfielder,26,78,45,75,58,60,70,62,67,76,silver
594,Mario,Hermoso Canseco,Spain,RCD Espanyol,Centre Back,23,78,73,29,55,58,32,45,64,88,silver
595,Michael,Santos,Uruguay,CD Leganés,Striker,25,77,80,73,62,57,69,70,65,75,silver
596,Igor,Zubeldia Elorza,Spain,Real Sociedad,Centre Midfielder,21,65,70,60,65,76,68,51,77,58,silver
597,Brais,Méndez Portela,Spain,RC Celta,Right Wing,22,71,36,73,56,65,72,62,74,71,silver
598,Darko,Brasanac,Serbia,Real Betis,Centre Midfielder,26,61,81,61,59,75,62,70,74,54,silver
599,Óscar,Melendo Jiménez,Spain,RCD Espanyol,Right Midfielder,21,60,57,73,35,77,60,37,79,65,silver
600,Federico,Valverde,Uruguay,Real Madrid,Centre Midfielder,20,66,52,67,48,79,78,42,78,68,silver
601,Nemanja,Maksimović,Serbia,Getafe CF,Centre Defensive Midfielder,23,62,59,70,72,77,69,50,79,65,silver
602,Ferrán,Torres García,Spain,Valencia CF,Right Midfielder,18,77,34,72,46,72,55,62,69,76,silver
603,Sergio,Sánchez Ortega,Spain,Cádiz CF,Centre Back,32,65,76,53,30,60,41,47,63,63,silver
604,Kévin Manuel,Rodrigues,Portugal,Real Sociedad,Left Back,24,73,55,42,51,66,50,50,78,73,gold
605,Junior,Alonso,Paraguay,Buenos Aires,Centre Back,25,58,76,38,27,63,46,33,65,64,silver
606,Darko,Brasanac,Serbia,D. Alavés,Centre Midfielder,26,61,81,61,59,75,62,70,74,54,silver
607,Asier,Riesgo Unamuno,Spain,SD Eibar,Goalkeeper,35,54,34,13,15,33,12,13,32,55,silver
608,Sergio,Sánchez Ortega,Spain,RCD Espanyol,Centre Back,32,65,76,53,30,60,41,47,63,63,silver
609,Youssef,En-Nesyri,Morocco,CD Leganés,Striker,21,75,37,73,47,46,68,59,63,77,silver
610,Francisco José,Beltrán Peinado,Spain,RC Celta,Centre Defensive Midfielder,19,73,68,47,49,74,48,49,75,68,silver
611,Alberto,Guitián Ceballos,Spain,R. Zaragoza,Centre Back,28,64,71,36,34,64,37,30,70,66,silver
612,Ignacio,Gil,Spain,Elche CF,Left Midfielder,23,78,50,70,62,68,65,59,72,75,silver
613,Roberto,Román Triguero,Spain,Rayo Vallecano,Right Back,33,68,69,43,42,67,36,44,70,69,silver
614,Mikel,Vesga Arruti,Spain,CD Leganés,Centre Defensive Midfielder,25,49,67,56,28,75,61,57,74,52,silver
615,Gorka,Elustondo Urkola,Spain,Rayo Vallecano,Centre Midfielder,31,49,88,59,80,73,74,67,76,61,silver
616,Francisco José,Olivas Alba,Spain,R. Valladolid CF,Centre Back,30,36,71,56,36,56,36,38,64,39,silver
617,Duje,Čop,Croatia,R. Valladolid CF,Striker,28,66,59,76,75,57,74,78,69,50,silver
618,Dídac,Vilà Roselló,Spain,RCD Espanyol,Left Back,29,69,78,32,37,66,57,34,64,73,silver
619,Leandro,Cabrera,Uruguay,Getafe CF,Centre Back,27,61,78,23,48,59,35,49,69,64,silver
620,Aitor,Fernández,Spain,Levante UD,Goalkeeper,27,58,15,12,14,22,12,24,21,53,silver
621,Alberto,Guitián Ceballos,Spain,R. Valladolid CF,Centre Back,28,64,71,36,34,64,37,30,70,66,silver
622,Samuel,García Sánchez,Spain,Levante UD,Right Midfielder,28,71,48,68,48,67,64,63,72,73,silver
623,Kenneth,Omeruo,Nigeria,CD Leganés,Centre Back,25,67,76,22,23,60,31,35,63,75,silver
624,Dimitrios,Siovas,Greece,CD Leganés,Centre Back,30,40,80,38,28,70,37,40,70,37,silver
625,Axel,Werner,Argentina,SD Huesca,Goalkeeper,22,41,24,19,15,19,18,23,25,46,silver
626,Roberto,Ibáñez Castro,Spain,Getafe CF,Right Midfielder,25,76,52,71,52,67,65,63,72,75,silver
627,Luis Miguel,Sánchez Benítez,Spain,R. Valladolid CF,Centre Defensive Midfielder,26,61,81,21,30,66,34,38,68,58,silver
628,Carlos,Martín Vigaray,Spain,D. Alavés,Right Back,24,74,67,53,45,48,39,45,65,69,silver
629,Adrián,Marín Gómez,Spain,D. Alavés,Left Back,22,68,69,40,35,56,42,38,73,72,silver
630,Leonardo,Suárez,Argentina,R. Valladolid CF,Right Midfielder,22,72,36,74,70,70,70,62,74,65,silver
631,Daniele,Verde,Italy,R. Valladolid CF,Left Wing,22,89,58,55,43,60,62,59,68,89,silver
632,Rubén,Alcaraz Jiménez,Spain,R. Valladolid CF,Centre Midfielder,27,57,74,64,73,74,72,70,75,53,silver
633,Jordi,Calavera Espinach,Spain,SD Eibar,Right Back,23,78,71,46,52,62,66,51,67,87,silver
634,Ignacio,Gil,Spain,Valencia CF,Left Midfielder,23,78,50,70,62,68,65,59,72,75,silver
635,José Antonio,Dorado Ramírez,Spain,Rayo Vallecano,Centre Back,36,34,69,44,21,61,19,31,72,34,silver
636,Borja,Fernández Fernández,Spain,R. Valladolid CF,Centre Defensive Midfielder,38,33,80,55,68,68,69,63,71,33,silver
637,Pedro,López Muñoz,Spain,Levante UD,Right Back,35,68,77,53,56,64,66,58,70,68,silver
638,Lluís,Sastre Reus,Spain,SD Huesca,Centre Midfielder,32,58,75,54,72,76,64,57,75,57,silver
639,Antonio Jesús,Regal Angulo,Spain,R. Valladolid CF,Right Back,31,89,72,44,59,49,47,49,67,80,silver
640,Ezequiel,Muñoz,Argentina,CD Leganés,Centre Back,28,43,78,19,30,55,31,21,60,44,silver
641,Jorge,Pulido Mayoral,Spain,SD Huesca,Centre Back,27,39,78,27,38,43,18,47,67,47,silver
642,Álejandro,Gallar Falguero,Spain,SD Huesca,Right Midfielder,26,70,42,71,80,70,71,74,71,68,silver
643,José Ignacio,Martínez García,Spain,R. Valladolid CF,Left Back,29,80,75,43,58,67,64,40,63,88,silver
644,Gerard,Gumbau Garriga,Spain,CD Leganés,Centre Defensive Midfielder,24,34,60,60,62,79,73,50,81,29,silver
645,Carlos,Akapo Martínez,Equatorial Guinea,SD Huesca,Right Back,25,77,84,42,41,62,52,46,68,88,silver
646,Alexander,Alegría Moreno,Spain,Real Betis,Striker,26,48,53,70,22,39,66,63,65,54,silver
647,Jorge,Miramón,Spain,SD Huesca,Right Back,29,73,52,58,64,70,53,65,73,71,silver
648,Jon,Bautista Orgilles,Spain,Real Sociedad,Striker,23,61,35,78,57,41,77,70,67,57,silver
649,Borja,Lasso De La Vega,Spain,Sevilla FC,Centre Attacking Midfielder,25,54,81,69,64,69,71,59,71,51,silver
650,Alexander,Alegría Moreno,Spain,Rayo Vallecano,Striker,26,48,53,70,22,39,66,63,65,54,silver
651,Jon,Bautista Orgilles,Spain,Real Sociedad,Striker,23,61,35,78,57,41,77,70,67,57,gold
652,Javier,Guerra Rodríguez,Spain,Rayo Vallecano,Striker,36,58,59,71,50,57,67,80,63,64,silver
653,Juan,Aguilera Núñez,Spain,SD Huesca,Centre Defensive Midfielder,33,71,68,52,60,72,57,40,75,52,silver
654,Dimitri,Foulquier,France,Getafe CF,Right Back,25,66,67,47,40,59,49,49,67,75,silver
655,Mauro,Dos Santos,Argentina,CD Leganés,Centre Back,29,56,79,37,43,56,33,46,66,59,silver
656,David,Costas Cordal,Spain,RC Celta,Centre Back,23,68,64,36,59,62,44,50,70,67,silver
657,Antonio Jesús,Cotán Pérez,Spain,R. Valladolid CF,Centre Defensive Midfielder,23,64,58,37,42,70,68,65,73,60,silver
658,Nahuel,Leiva,Spain,Villarreal CF,Left Midfielder,22,75,49,70,61,62,63,59,68,67,silver
659,Antonio,Sivera Salvá,Spain,D. Alavés,Goalkeeper,22,59,25,15,12,34,12,24,32,55,silver
660,Anuar,Mohamed Tuhami,Morocco,R. Valladolid CF,Centre Defensive Midfielder,24,73,70,43,42,70,46,51,72,71,silver
661,Ezequiel,Ávila,Argentina,SD Huesca,Striker,24,77,70,69,44,58,67,51,68,79,silver
662,Aleix,García Serrano,Spain,Girona FC,Centre Midfielder,21,66,54,63,62,74,58,54,78,60,silver
663,Antonio,Villa Suárez,Spain,R. Valladolid CF,Centre Attacking Midfielder,24,71,46,58,51,71,67,60,73,67,silver
664,José Manuel,Arnáiz Díaz,Spain,CD Leganés,Left Midfielder,23,86,40,66,47,61,68,67,65,84,silver
665,Carles,Aleñà Castillo,Spain,FC Barcelona,Centre Midfielder,21,78,52,63,59,67,67,73,69,76,silver
666,Santiago,Cáseres,Argentina,Villarreal CF,Centre Defensive Midfielder,21,67,58,54,39,65,58,50,71,70,silver
667,Cristian,Ganea,Romania,Athletic Club,Left Back,26,77,73,52,76,62,69,38,62,78,silver
668,Manuel,Morlanes Ariño,Spain,Villarreal CF,Centre Midfielder,20,74,57,56,71,70,59,70,76,64,silver
669,Kangin,Lee,Korea Republic,Valencia CF,Centre Attacking Midfielder,17,69,30,65,82,71,70,74,65,67,silver
670,Mauro,Dos Santos,Argentina,CD Tenerife,Centre Back,29,56,79,37,43,56,33,46,66,59,silver
671,Nahuel,Leiva,Spain,Olympiacos CFP,Left Midfielder,22,75,49,70,61,62,63,59,68,67,silver
672,Javier,Moyano Lujano,Spain,R. Valladolid CF,Right Back,32,79,65,33,53,49,51,46,62,77,silver
673,Marc,Cardona Rovira,Spain,SD Eibar,Striker,23,80,33,68,52,50,65,56,60,78,silver
674,Moussa,Wagué,Senegal,FC Barcelona,Right Back,20,85,68,36,31,56,32,39,62,81,silver
675,Marc,Cucurella Saseta,Spain,FC Barcelona,Left Back,20,82,70,49,48,61,40,39,68,85,silver
676,Fernando,Calero Villa,Spain,R. Valladolid CF,Centre Back,23,67,63,23,27,43,21,39,69,64,silver
677,Héctor,Hernández Ortega,Spain,CD Tenerife,Left Back,27,77,76,42,59,56,41,35,66,77,silver
678,Esteban,Saveljich,Montenegro,UD Almería,Centre Back,27,42,72,28,35,50,27,43,56,59,silver
679,Juan José,Narváez,Colombia,UD Almería,Centre Midfielder,23,74,38,74,42,71,70,59,73,76,silver
680,Carlos,Fernández Luna,Spain,RC Deportivo,Striker,22,56,64,72,23,41,71,73,58,64,silver
681,Marc,Cucurella Saseta,Spain,SD Eibar,Left Back,20,82,70,49,48,61,40,39,68,85,silver
682,Héctor,Hernández Ortega,Spain,Real Sociedad,Left Back,27,77,76,42,59,56,41,35,66,77,silver
683,Esteban,Saveljich,Montenegro,Levante UD,Centre Back,27,42,72,28,35,50,27,43,56,59,silver
684,Armando,Sadiku,Albania,Levante UD,Striker,27,66,58,68,31,41,64,63,63,72,silver
685,Andrew,Hjulsager,Denmark,RC Celta,Centre Midfielder,24,79,58,69,55,68,65,53,71,77,silver
686,Juan José,Narváez,Colombia,Real Betis,Centre Midfielder,23,74,38,74,42,71,70,59,73,76,silver
687,Carlos,Fernández Luna,Spain,Sevilla FC,Striker,22,56,64,72,23,41,71,73,58,64,silver
688,David,Concha Salas,Spain,Real Sociedad,Right Wing,22,68,32,67,52,64,66,72,62,66,silver
689,Rajko,Brežančić,Serbia,SD Huesca,Left Back,29,73,72,28,30,59,51,43,66,77,silver
690,Santiago,Comesaña Veiga,Spain,Rayo Vallecano,Centre Midfielder,22,58,59,74,47,63,75,39,73,57,silver
691,Juan Jose,Camacho Barnola,Spain,SD Huesca,Centre Attacking Midfielder,38,30,65,70,77,77,71,86,78,32,silver
692,Asier,Villalibre Molina,Spain,Athletic Club,Striker,21,72,62,66,36,45,57,70,55,73,silver
693,Alhassane,Bangoura,Guinea,Rayo Vallecano,Right Midfielder,26,87,63,62,45,60,57,50,63,87,silver
694,Iván,Villar Martínez,Spain,RC Celta,Goalkeeper,21,32,18,12,15,22,15,23,23,33,silver
695,Robert,Mazáň,Slovakia,RC Celta,Left Back,24,54,72,46,39,66,42,63,72,55,silver
696,Óscar Francisco,García Quintela,Spain,Atlético Madrid,Left Midfielder,22,73,39,72,44,63,70,47,68,70,silver
697,Unai,Simón Mendibil,Spain,Athletic Club,Goalkeeper,21,46,27,14,14,21,13,24,29,48,silver
698,Juan,Soriano Oropesa,Spain,Sevilla FC,Goalkeeper,21,34,25,14,24,24,16,28,23,34,silver
699,Jorge,Ruiz Ojeda,Spain,Levante UD,Goalkeeper,23,52,30,12,12,20,15,11,12,52,silver
700,Raphael,Dwamena,Ghana,Levante UD,Striker,23,76,47,74,42,41,67,66,58,82,silver
701,Ricard,Puig Martí,Spain,FC Barcelona,Centre Midfielder,19,63,44,58,51,74,49,55,76,66,silver
702,Roberto,Santamaría Ciprián,Spain,SD Huesca,Goalkeeper,33,48,36,20,20,11,12,16,17,46,silver
703,Rubén,Yáñez Alabart,Spain,Getafe CF,Goalkeeper,25,44,20,13,15,22,17,25,27,43,silver
704,José Aurelio,Suárez García,Spain,Girona FC,Goalkeeper,23,48,20,19,14,26,20,29,23,46,silver
705,Sergio,Akieme Rodríguez,Spain,Rayo Vallecano,Left Back,21,76,65,26,36,43,44,40,62,73,silver
706,Francisco Jose,Sánchez Rodriguez,Spain,Sevilla FC,Left Midfielder,23,72,38,60,65,59,65,56,68,67,silver
707,Lluis,López Marmol,Spain,RCD Espanyol,Centre Back,21,64,71,24,26,58,18,33,62,58,silver
708,Ibán,Salvador Edú,Equatorial Guinea,RC Celta,Centre Attacking Midfielder,23,85,70,63,42,53,64,58,64,81,silver
709,Adrián,Diéguez Grande,Spain,D. Alavés,Centre Back,22,62,61,23,32,39,27,41,60,62,silver
710,Seung Ho,Paik,Korea Republic,Girona FC,Centre Midfielder,21,67,52,61,42,62,64,48,71,68,silver
711,Daniel,Ojeda Saranova,Spain,CD Leganés,Left Midfielder,24,71,38,69,43,66,58,72,64,68,silver
712,Abel,Ruiz Ortega,Spain,FC Barcelona,Striker,18,69,32,69,48,42,67,64,65,70,silver
713,Cristian,Rivero Sabater,Spain,Valencia CF,Goalkeeper,20,20,27,7,14,23,8,18,22,29,silver
714,Emmanuel,Apeh,Nigeria,RC Celta,Striker,22,72,35,65,36,38,62,62,63,76,silver
715,Juan,Berrocal González,Spain,Sevilla FC,Centre Back,19,63,65,24,35,56,37,49,62,62,silver
716,José,Alonso Lara,Spain,Sevilla FC,Right Midfielder,18,72,33,62,49,65,51,61,66,74,silver
717,Juan,Miranda González,Spain,FC Barcelona,Left Back,19,65,57,33,37,56,37,44,63,69,silver
718,Wilfrid,Kaptoum,Cameroon,Real Betis,Centre Midfielder,22,64,54,60,39,69,67,50,75,56,silver
719,Carlos,Blanco Moreno,Spain,Villarreal CF,Centre Back,23,41,63,13,30,70,68,38,63,39,silver
720,Miguel,Juan Llambrich,Spain,Villarreal CF,Right Back,23,71,58,25,27,49,29,35,63,66,silver
721,Aleksandar,Jovanović,Serbia,SD Huesca,Goalkeeper,26,22,20,8,10,15,8,14,22,22,silver
722,Pablo,Sisniega,Mexico,Real Sociedad,Goalkeeper,23,41,24,11,21,46,18,23,33,48,silver
723,Jonathan,Montiel Caballero,Spain,RC Deportivo,Centre Attacking Midfielder,20,65,59,60,38,69,62,47,67,61,silver
724,Cristo,González Pérez,Spain,Real Madrid,Striker,21,73,52,69,50,60,63,54,64,70,silver
725,Damià,Sabater Tous,Spain,RCD Espanyol,Centre Defensive Midfielder,22,70,70,54,43,65,59,70,67,61,silver
726,Jonathan,Montiel Caballero,Spain,Rayo Vallecano,Centre Attacking Midfielder,20,65,59,60,38,69,62,47,67,61,silver
727,Javier,Jiménez García,Spain,Valencia CF,Centre Back,21,53,69,25,29,53,28,46,63,51,silver
728,Jon,Guridi Aldalur,Spain,Real Sociedad,Centre Midfielder,23,57,38,63,45,69,62,43,73,62,silver
729,Enrique,Gómez Hermoso,Spain,Rayo Vallecano,Centre Back,28,67,53,21,33,35,30,46,40,54,silver
730,Moisés,Delgado López,Spain,R. Valladolid CF,Left Back,24,69,62,24,48,55,30,36,60,71,bronze
